baths,beds,cats_allowed,comes_furnished,dogs_allowed,electric_vehicle_charge,id,lat,laundry_options,long,parking_options,price,region,smoking_allowed,sqfeet,state,type,wheelchair_access
1,2,0,0,0,0,7010839580,42.1701,laundry on site,-92.043,off-street parking,0,waterloo / cedar falls,1,780,ia,apartment,1
1,3,0,0,0,0,7009678804,42.1703,laundry on site,-92.0431,off-street parking,0,waterloo / cedar falls,1,940,ia,apartment,1
1,1,0,0,0,0,7028087768,42.4625,w/d in unit,-92.3346,off-street parking,675,waterloo / cedar falls,1,740,ia,apartment,0
1,1,1,0,1,0,7011334846,42.5368,w/d in unit,-92.4747,off-street parking,635,waterloo / cedar falls,0,607,ia,apartment,1
2,4,0,0,0,0,7028921870,42.5082,w/d in unit,-92.4612,attached garage,1200,waterloo / cedar falls,1,896,ia,house,0
1,1,1,0,1,0,7029098953,42.7535,w/d hookups,-92.7953,off-street parking,400,waterloo / cedar falls,1,800,ia,apartment,0
2,3,1,0,1,0,7029802975,42.4731,w/d in unit,-92.3365,attached garage,750,waterloo / cedar falls,1,1332,ia,apartment,0
1,3,1,0,1,0,7012376207,43.0583,laundry on site,-92.6602,street parking,390,waterloo / cedar falls,1,700,ia,apartment,0
1,2,0,0,0,0,7020142482,42.4685,laundry on site,-92.3757,off-street parking,630,waterloo / cedar falls,1,670,ia,apartment,0
1.5,3,1,0,1,0,7030390444,42.4658,w/d in unit,-92.3588,detached garage,925,waterloo / cedar falls,0,1300,ia,townhouse,0
1,3,0,0,0,0,7030448094,42.4728,w/d hookups,-92.2812,attached garage,750,waterloo / cedar falls,1,1000,ia,house,0
3,4,0,0,0,0,7024959033,42.7748,laundry in bldg,-92.404,off-street parking,1200,waterloo / cedar falls,0,1600,ia,house,0
1,2,1,0,1,0,7016027391,42.5163,w/d hookups,-92.3424,detached garage,650,waterloo / cedar falls,0,848,ia,house,0
1,1,1,0,1,0,7014746447,42.4923,laundry in bldg,-92.3489,detached garage,400,waterloo / cedar falls,0,400,ia,apartment,0
1,0,0,0,0,0,7015611359,42.4988,laundry in bldg,-92.3811,off-street parking,435,waterloo / cedar falls,0,25,ia,apartment,0
1,1,1,0,1,0,7013421475,42.5368,w/d in unit,-92.4747,off-street parking,635,waterloo / cedar falls,0,607,ia,apartment,1
1.5,3,0,0,0,0,7023460153,42.4928,w/d hookups,-92.3502,street parking,695,waterloo / cedar falls,0,1200,ia,house,0
1,2,0,0,0,0,7032290265,42.4778,w/d in unit,-92.3661,detached garage,880,waterloo / cedar falls,0,975,ia,apartment,1
1,1,1,0,1,0,7014347012,42.5368,w/d in unit,-92.4747,off-street parking,635,waterloo / cedar falls,0,607,ia,apartment,1
2,2,1,1,1,1,7030756969,42.8571,w/d in unit,-92.0963,attached garage,700,waterloo / cedar falls,1,1092,ia,apartment,1
1,1,1,0,1,0,7020108299,42.5368,w/d in unit,-92.4747,off-street parking,635,waterloo / cedar falls,0,607,ia,apartment,1
1,3,0,0,0,0,7006779616,42.5334,w/d in unit,-92.4531,detached garage,1500,waterloo / cedar falls,0,1463,ia,house,0
2,2,1,1,1,1,7033155807,42.7748,w/d in unit,-92.404,attached garage,950,waterloo / cedar falls,0,1178,ia,house,1
1,2,1,0,1,0,7014748989,42.4778,laundry in bldg,-92.3661,off-street parking,650,waterloo / cedar falls,0,1050,ia,apartment,0
2,2,1,0,1,0,7014757179,42.4964,w/d in unit,-92.4125,detached garage,1150,waterloo / cedar falls,0,1054,ia,condo,0
2,2,1,0,1,0,7033354226,42.4964,w/d in unit,-92.4125,detached garage,1150,waterloo / cedar falls,0,1054,ia,condo,0
2,2,1,0,1,0,7023630074,26.5354,w/d in unit,-80.1124,off-street parking,1381,treasure coast,1,1069,fl,apartment,0
2.5,3,1,0,1,0,7022459922,27.3215,w/d hookups,-80.403,attached garage,1679,treasure coast,0,1598,fl,townhouse,0
1,1,1,0,1,0,7005467580,27.2889,laundry on site,-80.298,off-street parking,1119,treasure coast,1,897,fl,apartment,0
2.5,3,1,0,1,0,7023838586,27.3215,w/d hookups,-80.403,attached garage,1679,treasure coast,0,1598,fl,townhouse,0
1,1,1,0,1,0,7004686153,27.2889,w/d in unit,-80.298,off-street parking,1200,treasure coast,1,786,fl,apartment,0
2.5,2,1,0,1,0,7022563638,27.3215,w/d hookups,-80.403,attached garage,1549,treasure coast,0,1393,fl,townhouse,0
2.5,2,1,0,1,0,7023920777,27.3215,w/d hookups,-80.403,attached garage,1429,treasure coast,1,1314,fl,townhouse,0
2,3,1,1,1,0,7023711904,27.1517,w/d in unit,-80.1776,carport,2150,treasure coast,1,1400,fl,house,0
2.5,2,1,0,1,0,7021427227,27.3215,w/d hookups,-80.403,attached garage,1669,treasure coast,1,1807,fl,townhouse,0
2.5,2,1,0,1,0,7020031101,27.3215,w/d hookups,-80.403,attached garage,1429,treasure coast,1,1314,fl,townhouse,0
2.5,2,1,0,1,0,7022320899,27.3215,w/d hookups,-80.403,attached garage,1429,treasure coast,1,1314,fl,townhouse,0
2.5,3,1,0,1,0,7023928954,27.3215,w/d hookups,-80.403,attached garage,1669,treasure coast,1,1807,fl,townhouse,0
1,1,1,1,1,0,7018678725,27.1929,laundry in bldg,-80.2164,attached garage,1200,treasure coast,1,700,fl,apartment,0
2.5,3,1,0,1,0,7009627714,27.3215,w/d hookups,-80.403,attached garage,1669,treasure coast,1,1807,fl,townhouse,0
1,1,0,1,1,0,7024120147,27.2708,w/d in unit,-80.2069,off-street parking,1350,treasure coast,0,750,fl,apartment,0
3,4,0,0,0,0,7024185959,24.555,w/d in unit,-81.782,attached garage,1800,treasure coast,0,2400,fl,house,0
1,1,1,0,1,0,7006916268,27.2889,w/d in unit,-80.298,off-street parking,1200,treasure coast,1,786,fl,apartment,0
2,2,1,0,1,0,7023656557,30.7539,laundry on site,-83.3321,off-street parking,599,valdosta,1,1040,ga,apartment,0
2,2,1,0,1,0,7023750201,30.7539,laundry on site,-83.3321,off-street parking,599,valdosta,1,1040,ga,apartment,0
2,3,1,0,1,0,7023815788,30.7539,laundry on site,-83.3321,off-street parking,759,valdosta,1,1250,ga,apartment,0
2,2,1,0,1,0,7024463817,30.7539,laundry on site,-83.3321,off-street parking,599,valdosta,1,1040,ga,apartment,0
2,3,1,0,1,0,7024527553,30.7539,laundry on site,-83.3321,off-street parking,759,valdosta,1,1250,ga,apartment,0
1,1,1,0,1,0,7024583842,30.7539,laundry on site,-83.3321,off-street parking,559,valdosta,1,759,ga,apartment,0
1,1,1,0,1,0,7024915043,30.7539,laundry on site,-83.3321,off-street parking,559,valdosta,1,759,ga,apartment,0
2,2,1,0,1,0,7024943754,30.7539,laundry on site,-83.3321,off-street parking,599,valdosta,1,1040,ga,apartment,0
2,2,1,0,1,0,7025050250,30.7539,laundry on site,-83.3321,off-street parking,599,valdosta,1,1040,ga,apartment,0
1,1,1,0,1,0,7025055768,30.7539,laundry on site,-83.3321,off-street parking,559,valdosta,1,759,ga,apartment,0
2,3,1,0,1,0,7025163351,30.946,w/d hookups,-83.2474,off-street parking,770,valdosta,1,1236,ga,apartment,0
2,2,1,0,1,0,7025206085,30.7539,laundry on site,-83.3321,off-street parking,599,valdosta,1,1040,ga,apartment,0
2,3,1,0,1,0,7025257336,30.7539,laundry on site,-83.3321,off-street parking,759,valdosta,1,1250,ga,apartment,0
2,2,1,0,1,0,7025265794,30.7539,laundry on site,-83.3321,off-street parking,599,valdosta,1,1040,ga,apartment,0
1,1,1,0,1,0,7025275087,30.7539,laundry on site,-83.3321,off-street parking,559,valdosta,1,759,ga,apartment,0
1,1,1,0,0,0,7039919601,21.4242,laundry on site,-157.752,carport,1850,hawaii,0,800,hi,cottage/cabin,0
1,1,0,0,0,0,7026995211,21.3123,laundry in bldg,-157.859,off-street parking,1450,hawaii,0,615,hi,condo,0
1,1,1,0,1,0,7043564027,19.935,w/d in unit,-155.167,attached garage,1170,hawaii,1,1068,hi,house,0
1,1,1,0,1,0,7041445229,21.286,laundry on site,-157.838,off-street parking,1850,hawaii,0,428,hi,apartment,0
1,2,0,0,0,0,7043597907,21.3052,laundry on site,-157.839,carport,2350,hawaii,0,922,hi,apartment,0
1,2,0,0,0,0,7027147232,21.3218,laundry in bldg,-157.86,attached garage,1500,hawaii,0,650,hi,apartment,0
1.5,3,0,0,0,0,7027004810,21.3251,w/d in unit,-157.862,off-street parking,2000,hawaii,0,985,hi,duplex,0
1,2,0,0,0,0,7026929290,21.2946,w/d in unit,-157.851,attached garage,2500,hawaii,0,800,hi,condo,0
1,1,0,1,0,0,7043677926,21.2838,laundry in bldg,-157.829,off-street parking,2200,hawaii,1,748,hi,apartment,0
2,2,0,0,0,0,7043683071,21.3577,laundry on site,-157.924,carport,2200,hawaii,0,1026,hi,duplex,0
2,3,0,0,0,0,7028362961,21.4228,w/d in unit,-157.811,detached garage,3200,hawaii,0,1065,hi,apartment,0
1,1,1,0,1,0,7041577900,21.286,laundry on site,-157.838,off-street parking,1850,hawaii,0,428,hi,apartment,0
1,0,0,1,0,0,7037434905,21.2865,laundry on site,-157.839,street parking,1400,hawaii,0,140,hi,apartment,0
2,2,1,0,1,0,7029285594,20.9071,w/d in unit,-156.3,attached garage,1550,hawaii,1,976,hi,house,1
1,1,0,0,0,0,7027148112,21.2898,w/d in unit,-157.825,street parking,1250,hawaii,0,413,hi,apartment,0
1.5,3,0,0,0,0,7028393940,21.3453,w/d in unit,-158.087,off-street parking,1825,hawaii,0,1237,hi,apartment,0
1,2,0,0,0,0,7043734828,21.5766,laundry on site,-158.127,off-street parking,1495,hawaii,0,563,hi,condo,0
1,1,1,0,1,0,7043738453,21.2746,laundry in bldg,-157.819,carport,1800,hawaii,0,650,hi,apartment,0
1,2,1,0,1,0,7043738588,21.3409,laundry on site,-157.876,off-street parking,1600,hawaii,1,675,hi,apartment,0
1,2,1,0,1,0,7043741202,21.3409,laundry on site,-157.876,off-street parking,1600,hawaii,1,675,hi,apartment,0
1,1,0,0,1,0,7031002753,21.4063,laundry on site,-157.745,off-street parking,2600,hawaii,1,1250,hi,duplex,0
1,2,1,0,1,0,7043741821,21.5007,laundry on site,-158.024,carport,1999,hawaii,1,715,hi,apartment,0
1.5,4,1,0,1,0,7043745144,21.5007,laundry on site,-158.024,carport,2300,hawaii,1,1025,hi,apartment,0
1,0,1,0,1,0,7043747856,21.3409,laundry on site,-157.876,off-street parking,1150,hawaii,1,385,hi,apartment,0
1,0,1,0,1,0,7041649738,21.3409,laundry on site,-157.876,off-street parking,1150,hawaii,0,385,hi,apartment,0
2,2,0,0,0,0,7026381870,21.385,w/d in unit,-157.936,detached garage,1940,hawaii,0,959,hi,apartment,0
1,2,0,0,0,0,7029883747,21.497,w/d in unit,-158.05,off-street parking,1440,hawaii,0,880,hi,apartment,0
1,1,1,0,1,0,7041669551,21.286,laundry on site,-157.838,off-street parking,1850,hawaii,0,428,hi,apartment,0
